"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"the-new-york-times","The New York Times","Maya Salam","Justin Bieber Says Childhood Fame Opened Door to ‘Heavy’ Drug Use","""In a lengthy, emotional message on Instagram, the pop star said being overwhelmed with praise as a child led him to make “terrible decisions.”""","https://www.nytimes.com/2019/09/03/arts/music/justin-bieber-drug-use-instagram.html","https://static01.nyt.com/images/2019/09/03/us/03-bieberart/03-bieberart-facebookJumbo-v2.jpg","2019-09-03T16:34:27Z","""Bieber has credited his marriage last year to the model Hailey Baldwin (now Hailey Bieber), 22, with helping him gain perspective, and he did so again on Monday, calling their union an amazing, crazy, new responsibility. (Bieber dated the actress and singer S… [+1152 chars]""",0,598,405,42,0
"newsweek","Newsweek","Kelly Wynne","Alyssa Milano Gets Slammed For Saying She's Fighting For All Americans' Rights","""\""I'm fighting for you, too. That you might be free to be you.\""""","https://www.newsweek.com/alyssa-milano-gets-slammed-saying-shes-fighting-all-americans-rights-1457443","https://d.newsweek.com/en/full/1524717/alyssa-milano.jpg","2019-09-03T18:09:43Z","""Alyssa Milano was slammed after she asked netizens to be more understanding on Twitter Tuesday morning. Milano, who is vocally liberal on issues from immigration to abortion, said that she's looking out for everyone regardless of where they fall on the politi… [+3284 chars]""",0,0,0,0,0
"bbc-news","BBC News","BBC News","No-deal opponents argue for Commons control","MPs aiming to block no deal have passed the first hurdle towards introducing a bill to delay Brexit.","http://www.bbc.co.uk/news/uk-politics-49573138","https://ichef.bbci.co.uk/news/1024/branded_news/F76C/production/_108604336_standing.jpg","2019-09-03T18:09:35Z","Image copyrightUK Parliament\r\nTory rebels and opposition MPs have cleared the first hurdle in their attempt to pass a law designed to prevent a no-deal Brexit. \r\nCommons Speaker John Bercow granted them a debate and a vote on taking control of the Commons age… [+773 chars]",1,0,0,0,0
"the-wall-street-journal","The Wall Street Journal","Julie Jargon","Phones Buzz in Class—With Texts From Mom and Dad","Schools are instituting phone bans to cut down on classroom distractions; ‘My mother texts me all the time’","https://www.wsj.com/articles/phones-buzz-in-classwith-texts-from-mom-and-dad-11567503003","https://images.wsj.net/im-102824/social","2019-09-03T09:49:27Z","""Cellphone usage in class is getting so out of control that some schools are locking up students phones during the day. Heres a notification for you parents: Youre partly to blame.\r\nStudents, teachers and administrators say parents light up their kids phones t… [+146 chars]""",0,77,22,67,0
"reuters","Reuters","Jonathan Stempel","U.S. judge says opioid litigation can proceed toward trial","""A U.S. judge on Tuesday rejected efforts by drugmakers, distributors and pharmacies to dismiss claims that they caused the nation's opioid crisis, clearing the way for a scheduled landmark trial even as he pushes for a nationwide settlement.""","http://feeds.reuters.com/~r/reuters/topNews/~3/18xT7KQcQQ8/u-s-judge-says-opioid-litigation-can-proceed-toward-trial-idUSKCN1VO2AS","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-03T17:44:30Z","""(Reuters) - A U.S. judge on Tuesday rejected efforts by drugmakers, distributors and pharmacies to dismiss claims that they caused the nation’s opioid crisis, clearing the way for a scheduled landmark trial even as he pushes for a nationwide settlement. \r\nU.S… [+2454 chars]""",1,0,0,780,0
"cbs-news","CBS News","CBS News","Hurricane Dorian stalls off Florida coast","""Hurricane Dorian, now a Category 2, has stalled about 100 miles off Florida's Atlantic coast. The storm battered the Bahamas as a Category 5. CBS News climate and weather contributor Jeff Berardelli joined CBSN to discuss what sets this storm apart.""","https://www.cbsnews.com/video/hurricane-dorian-stalls-off-florida-coast/","https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/03/f8c16bfc-fb5f-4f85-ae9b-d20bdbc77604/thumbnail/1200x630/9cf8bd19e02211ef9bc7d69f47801139/0903-cbsn-dorianstallsofffloridacoast-qxx-1925649-640x360.jpg","2019-09-03T17:42:25Z",null,1,0,0,1,0
"newsweek","Newsweek","Janice Williams","""Hurricane Dorian Flight Cancellations Reach Nearly 2,000 in U.S. While More Than 1,400 Routes Are Delayed""","Nearly half of the canceled flights were planned to go to or leave from Orlando International Airport.","https://www.newsweek.com/hurricane-dorian-flight-cancellations-airports-1457440","https://d.newsweek.com/en/full/1524698/more-1600-flights-have-been-canceled-due-hurricane-dorian.png","2019-09-03T16:17:27Z","""As residents in Florida brace themselves for the incoming Hurricane Dorian, hundreds of people traveling out of the state are now scrambling to find alternative routes following massive flight cancellations.\r\nNearly 2,000 flights across the U.S. were canceled… [+3013 chars]""",0,0,0,1,0
"cnn","CNN","""Jack Guy, CNN""","Prince Harry launches sustainable travel initiative after private jet criticism","""Prince Harry, the Duke of Sussex, has launched a global sustainable travel initiative, hot on the heels of criticism over his use of private jets when taking vacations.""","https://www.cnn.com/travel/article/prince-harry-sustainable-travel-scli-intl/index.html","https://dynaimage.cdn.cnn.com/cnn/w_1200/http%3A%2F%2Fcdn.cnn.com%2Fcnnnext%2Fdam%2Fassets%2F190903111208-02-prince-harry-0903-super-tease.jpg","2019-09-03T11:02:54Z","""(CNN) Prince Harry, the Duke of Sussex, has launched a global sustainable travel initiative, hot on the heels of criticism over his use of private jets when taking vacations.\r\nThe project, known as Travalyst, will work to encourage sustainable practices in th… [+2440 chars]""",0,279,54,175,0
"cbs-news","CBS News","CBS News","""62,000 people in the Bahamas don't have access to fresh water after Dorian, Red Cross says""","""Hurricane Dorian is just starting to inch toward the northwest at one mile per hour after stalling over the Bahamas. The storm is a Category 3, with winds moving at 120 miles per hour. And according to the International Red Cross, 62,000 people on Abaco and G…""","https://www.cbsnews.com/video/62000-people-in-the-bahamas-dont-have-access-to-fresh-water-after-dorian-red-cross-says/","https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/03/40b6cac6-d975-48ab-bc12-652e67a848ca/thumbnail/1200x630/48b599fc02c141232d4f64b3172f9d6f/0903-ctm-dorianlatestdebrief-1925481-640x360.jpg","2019-09-03T12:47:32Z",null,0,0,0,0,0
"abc-news","ABC News","Ella Torres","Chinese 'deepfake' app Zao comes under fire over privacy concerns","""The app, Zao, came under fire over privacy concerns. Users can upload an image of their face to seamlessly swap it for a celebrities.""","https://abcnews.go.com/US/chinese-deepfake-app-zao-fire-privacy-concerns/story?id=65356375","https://s.abcnews.com/images/US/selfie-gty-er-190903_hpMain_16x9_992.jpg","2019-09-03T17:50:55Z","""A new Chinese app that lets users seamlessly swap faces with celebrities gained widespread popularity over the weekend, but quickly drew just as much criticism over privacy concerns.\r\nThe app, named Zao, was the most downloaded free app in Chinas iOS App Stor… [+2196 chars]""",1,0,0,5,0
"the-wall-street-journal","The Wall Street Journal","Christopher Mims","Streaming Services Draw New Subscribers With Old-Time Rock ’n’ Roll","""Spotify, Amazon Music and Pandora all have recently installed new hires to promote older tunes""","https://www.wsj.com/articles/streaming-services-draw-new-subscribers-with-old-time-rock-n-roll-11567517953","https://images.wsj.net/im-103453/social","2019-09-03T14:06:00Z","""Joel Shaffer usually listens to current pop stars like Drake, Kygo and Migos during his 30-minute commute to work outside Boston. But when he recently stumbled onto Nine Inch Nails 1989 song Head Like a Hole, he was hooked.\r\nThis led me down a three-day, bing… [+233 chars]""",0,4,0,13,0
"cnn","CNN","""Anneken Tappe, CNN Business""","Dow set to slide on new tariffs and global economic troubles","The Dow and the broader stock market are headed lower on Tuesday. Investors' sentiment soured after US tariffs on Chinese imports came into effect over the weekend. Fresh concerns about Brexit are also keeping global markets lower.","https://www.cnn.com/2019/09/03/investing/dow-stock-market-today/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190826084839-nyse-0823-super-tease.jpg","2019-09-03T12:58:30Z",null,0,150,41,149,0
"cnn","CNN","""Eric Bradner, Jessica Dean, Arlette Saenz and Jeff Zeleny, CNN""","Biden campaign signals it's preparing for a long primary fight","""Former Vice President Joe Biden is preparing for a lengthy Democratic primary battle despite his status as the front-runner in national polls, senior campaign aides said Tuesday.""","https://www.cnn.com/2019/09/03/politics/joe-biden-campaign-iowa-long-primary/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190902191122-01-joe-biden-0902-super-tease.jpg","2019-09-03T17:56:34Z",null,0,0,0,8,0
"cnn","CNN","""Brian Stelter, CNN Business""","AT&T makes WarnerMedia boss John Stankey the presumptive successor to its CEO","""AT&T announced two promotions on Tuesday that place John Stankey, the CEO of its subsidiary WarnerMedia, firmly in line to succeed the wireless giant's CEO, Randall Stephenson.""","https://www.cnn.com/2019/09/03/media/att-john-stankey/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190903113556-john-stankey-super-tease.jpg","2019-09-03T17:24:16Z","""(CNN Business)AT&amp;T announced two promotions on Tuesday that place John Stankey, the CEO of its subsidiary WarnerMedia, firmly in line to succeed the wireless giant's CEO, Randall Stephenson.\r\nStephenson, who has led AT&amp;T(T) since 2007, is installing S… [+2785 chars]""",0,9,5,14,0
"cnn","CNN","""Jacqueline Howard, CNN""","Cancer now tops heart disease as the No. 1 cause of death in these countries","""Cancer deaths are now more common than those from cardiovascular disease in these high-income and middle-income countries: Sweden, Canada, Chile, Argentina, Poland and Turkey, according to a new study. The United States could be next.""","https://www.cnn.com/2019/09/03/health/leading-cause-of-death-cancer-heart-disease-study/index.html","https://cdn.cnn.com/cnnnext/dam/assets/120921033043-cancer-treatment-super-tease.jpg","2019-09-03T09:37:52Z",null,0,1457,421,634,0
"reuters","Reuters","Reuters Editorial","Air Canada files challenge over Onex's C$3.5 billion buyout of rival WestJet","""Air Canada has challenged Onex Corp's proposed acquisition of WestJet Airlines , on grounds that the deal may not meet the country's ownership rules, according to a letter sent by the carrier to the Canadian Transportation Agency.""","https://ca.reuters.com/article/businessNews/idCAKCN1VO25S-OCABS","https://s4.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425827975&w=1200&r=LYNXNPEF821KL-OCABS","2019-09-03T16:56:00Z","""MONTREAL (Reuters) - Air Canada (AC.TO) has challenged Onex Corp’s (ONEX.TO) proposed acquisition of WestJet Airlines (WJA.TO), on grounds that the deal may not meet the country’s ownership rules, according to a letter sent by the carrier to the Canadian Tran… [+1791 chars]""",0,0,0,0,0
"newsweek","Newsweek","Chantal Da Silva","""No Food, No Jobs, No Future: Turned Away From the U.S. Border, Young Hondurans Say They Are Struggling to Survive""","""\""Trump is right because there are just so many people trying to make it to the U.S., but where would the U.S. be if it weren't for Latinos?\"" says 25-year-old Cristian Betancourt.""","https://www.newsweek.com/young-hondurans-turned-back-u-s-border-struggling-survive-1456820","https://d.newsweek.com/en/full/1524218/josue.jpg","2019-09-03T06:00:01Z","""Walking through the gym of a local community outreach center in Choloma, Honduras, 25-year-old Josue Betancourt is reminded of brighter days, when he used to be able to come here to work out with friends.\r\n\""You know, I used to be more buff than him,\"" Betancou… [+6352 chars]""",0,20,6,20,0
"reuters","Reuters","Ruma Paul","Bangladesh blocks internet services in Rohingya refugee camps","""Bangladesh's telecom regulatory authority on Tuesday ordered mobile phone operators to partially block high-speed data services to areas where Rohingya refugees are living in sprawling camps, citing security concerns following recent violence in the area.""","https://www.reuters.com/article/us-bangladesh-rohingya-idUSKCN1VO1WQ","https://s1.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425801412&w=1200&r=LYNXNPEF821E2","2019-09-03T15:27:36Z","""DHAKA (Reuters) - Bangladesh’s telecom regulatory authority on Tuesday ordered mobile phone operators to partially block high-speed data services to areas where Rohingya refugees are living in sprawling camps, citing security concerns following recent violenc… [+2650 chars]""",0,0,0,3,0
